"UE-1";"0.001";"105.0475815767079 -161.29447642293542 2"
"UE-2";"0.001";"102.65800439399902 161.4416226678195 2"
"UE-3";"0.001";"-122.8307253204056 -7.568779260535564 2"
"UE-4";"0.001";"-201.53461265566355 -168.4894409224918 2"
"UE-5";"0.001";"63.88087601863987 78.50977945002461 2"
"UE-1";"0.002";"105.05120272303559 -161.27892063472214 2.0"
"UE-2";"0.002";"102.68585780954824 161.42988172701885 2.0"
"UE-3";"0.002";"-122.86055978040507 -7.578795890754653 2.0"
"UE-4";"0.002";"-201.5277402941622 -168.46598569649012 2.0"
"UE-5";"0.002";"63.90979018771946 78.53413612036324 2.0"
"UE-1";"0.003";"105.05482386936328 -161.26336484650886 2.0"
"UE-2";"0.003";"102.71371122509746 161.4181407862182 2.0"
"UE-3";"0.003";"-122.89039424040453 -7.588812520973741 2.0"
"UE-4";"0.003";"-201.52086793266082 -168.44253047048844 2.0"
"UE-5";"0.003";"63.93870435679905 78.55849279070188 2.0"
"UE-1";"0.004";"105.05844501569096 -161.2478090582956 2.0"
"UE-2";"0.004";"102.74156464064667 161.40639984541755 2.0"
"UE-3";"0.004";"-122.920228700404 -7.59882915119283 2.0"
"UE-4";"0.004";"-201.51399557115946 -168.41907524448675 2.0"
"UE-5";"0.004";"63.96761852587864 78.58284946104051 2.0"
"UE-1";"0.005";"105.06206616201865 -161.2322532700823 2.0"
"UE-2";"0.005";"102.76941805619589 161.3946589046169 2.0"
"UE-3";"0.005";"-122.95006316040346 -7.608845781411919 2.0"
"UE-4";"0.005";"-201.5071232096581 -168.39562001848506 2.0"
"UE-5";"0.005";"63.99653269495823 78.60720613137914 2.0"
"UE-1";"0.006";"105.06568730834634 -161.21669748186903 2.0"
"UE-2";"0.006";"102.7972714717451 161.38291796381625 2.0"
"UE-3";"0.006";"-122.97989762040292 -7.6188624116310075 2.0"
"UE-4";"0.006";"-201.50025084815672 -168.37216479248337 2.0"
"UE-5";"0.006";"64.02544686403783 78.63156280171778 2.0"
"UE-1";"0.007";"105.06930845467403 -161.20114169365576 2.0"
"UE-2";"0.007";"102.82512488729432 161.3711770230156 2.0"
"UE-3";"0.007";"-123.00973208040239 -7.628879041850096 2.0"
"UE-4";"0.007";"-201.49337848665536 -168.3487095664817 2.0"
"UE-5";"0.007";"64.05436103311743 78.65591947205641 2.0"
"UE-1";"0.008";"105.07292960100172 -161.18558590544248 2.0"
"UE-2";"0.008";"102.85297830284354 161.35943608221496 2.0"
"UE-3";"0.008";"-123.03956654040185 -7.638895672069185 2.0"
"UE-4";"0.008";"-201.486506125154 -168.32525434048 2.0"
"UE-5";"0.008";"64.08327520219703 78.68027614239504 2.0"
"UE-1";"0.009000000000000001";"105.0765507473294 -161.1700301172292 2.0"
"UE-2";"0.009000000000000001";"102.88083171839276 161.3476951414143 2.0"
"UE-3";"0.009000000000000001";"-123.06940100040131 -7.648912302288274 2.0"
"UE-4";"0.009000000000000001";"-201.47963376365263 -168.3017991144783 2.0"
"UE-5";"0.009000000000000001";"64.11218937127663 78.70463281273368 2.0"
"UE-1";"0.010000000000000002";"105.0801718936571 -161.15447432901593 2.0"
"UE-2";"0.010000000000000002";"102.90868513394197 161.33595420061366 2.0"
"UE-3";"0.010000000000000002";"-123.09923546040078 -7.658928932507362 2.0"
"UE-4";"0.010000000000000002";"-201.47276140215126 -168.27834388847663 2.0"
"UE-5";"0.010000000000000002";"64.14110354035623 78.72898948307231 2.0"
"UE-1";"0.011000000000000003";"105.08379303998478 -161.13891854080265 2.0"
"UE-2";"0.011000000000000003";"102.93653854949119 161.324213259813 2.0"
"UE-3";"0.011000000000000003";"-123.12906992040024 -7.668945562726451 2.0"
"UE-4";"0.011000000000000003";"-201.4658890406499 -168.25488866247494 2.0"
"UE-5";"0.011000000000000003";"64.17001770943583 78.75334615341094 2.0"
"UE-1";"0.012000000000000004";"105.08741418631247 -161.12336275258937 2.0"
"UE-2";"0.012000000000000004";"102.9643919650404 161.31247231901236 2.0"
"UE-3";"0.012000000000000004";"-123.1589043803997 -7.67896219294554 2.0"
"UE-4";"0.012000000000000004";"-201.45901667914853 -168.23143343647325 2.0"
"UE-5";"0.012000000000000004";"64.19893187851542 78.77770282374958 2.0"
"UE-1";"0.013000000000000005";"105.09103533264016 -161.1078069643761 2.0"
"UE-2";"0.013000000000000005";"102.99224538058962 161.3007313782117 2.0"
"UE-3";"0.013000000000000005";"-123.18873884039917 -7.6889788231646286 2.0"
"UE-4";"0.013000000000000005";"-201.45214431764717 -168.20797821047157 2.0"
"UE-5";"0.013000000000000005";"64.22784604759502 78.80205949408821 2.0"
"UE-1";"0.014000000000000005";"105.09465647896785 -161.09225117616282 2.0"
"UE-2";"0.014000000000000005";"103.02009879613884 161.28899043741106 2.0"
"UE-3";"0.014000000000000005";"-123.21857330039863 -7.698995453383717 2.0"
"UE-4";"0.014000000000000005";"-201.4452719561458 -168.18452298446988 2.0"
"UE-5";"0.014000000000000005";"64.25676021667462 78.82641616442685 2.0"
"UE-1";"0.015000000000000006";"105.09827762529554 -161.07669538794954 2.0"
"UE-2";"0.015000000000000006";"103.04795221168806 161.2772494966104 2.0"
"UE-3";"0.015000000000000006";"-123.2484077603981 -7.709012083602806 2.0"
"UE-4";"0.015000000000000006";"-201.43839959464444 -168.1610677584682 2.0"
"UE-5";"0.015000000000000006";"64.28567438575422 78.85077283476548 2.0"
"UE-1";"0.016000000000000007";"105.10189877162323 -161.06113959973626 2.0"
"UE-2";"0.016000000000000007";"103.07580562723727 161.26550855580976 2.0"
"UE-3";"0.016000000000000007";"-123.27824222039756 -7.719028713821895 2.0"
"UE-4";"0.016000000000000007";"-201.43152723314307 -168.1376125324665 2.0"
"UE-5";"0.016000000000000007";"64.31458855483382 78.87512950510411 2.0"
"UE-1";"0.017000000000000008";"105.10551991795091 -161.045583811523 2.0"
"UE-2";"0.017000000000000008";"103.10365904278649 161.2537676150091 2.0"
"UE-3";"0.017000000000000008";"-123.30807668039702 -7.729045344040983 2.0"
"UE-4";"0.017000000000000008";"-201.4246548716417 -168.11415730646482 2.0"
"UE-5";"0.017000000000000008";"64.34350272391342 78.89948617544275 2.0"
"UE-1";"0.01800000000000001";"105.1091410642786 -161.0300280233097 2.0"
"UE-2";"0.01800000000000001";"103.1315124583357 161.24202667420846 2.0"
"UE-3";"0.01800000000000001";"-123.33791114039649 -7.739061974260072 2.0"
"UE-4";"0.01800000000000001";"-201.41778251014034 -168.09070208046313 2.0"
"UE-5";"0.01800000000000001";"64.37241689299302 78.92384284578138 2.0"
"UE-1";"0.01900000000000001";"105.11276221060629 -161.01447223509643 2.0"
"UE-2";"0.01900000000000001";"103.15936587388492 161.2302857334078 2.0"
"UE-3";"0.01900000000000001";"-123.36774560039595 -7.749078604479161 2.0"
"UE-4";"0.01900000000000001";"-201.41091014863898 -168.06724685446144 2.0"
"UE-5";"0.01900000000000001";"64.40133106207261 78.94819951612001 2.0"
"UE-1";"0.02000000000000001";"105.11638335693398 -160.99891644688316 2.0"
"UE-2";"0.02000000000000001";"103.18721928943414 161.21854479260716 2.0"
"UE-3";"0.02000000000000001";"-123.39758006039541 -7.75909523469825 2.0"
"UE-4";"0.02000000000000001";"-201.4040377871376 -168.04379162845976 2.0"
"UE-5";"0.02000000000000001";"64.43024523115221 78.97255618645865 2.0"
"UE-1";"0.02100000000000001";"105.12000450326167 -160.98336065866988 2.0"
"UE-2";"0.02100000000000001";"103.21507270498336 161.2068038518065 2.0"
"UE-3";"0.02100000000000001";"-123.42741452039488 -7.769111864917338 2.0"
"UE-4";"0.02100000000000001";"-201.39716542563625 -168.02033640245807 2.0"
"UE-5";"0.02100000000000001";"64.45915940023181 78.99691285679728 2.0"
"UE-1";"0.022000000000000013";"105.12362564958936 -160.9678048704566 2.0"
"UE-2";"0.022000000000000013";"103.24292612053257 161.19506291100586 2.0"
"UE-3";"0.022000000000000013";"-123.45724898039434 -7.779128495136427 2.0"
"UE-4";"0.022000000000000013";"-201.39029306413488 -167.99688117645638 2.0"
"UE-5";"0.022000000000000013";"64.48807356931141 79.02126952713591 2.0"
"UE-1";"0.023000000000000013";"105.12724679591705 -160.95224908224333 2.0"
"UE-2";"0.023000000000000013";"103.27077953608179 161.1833219702052 2.0"
"UE-3";"0.023000000000000013";"-123.4870834403938 -7.789145125355516 2.0"
"UE-4";"0.023000000000000013";"-201.38342070263352 -167.9734259504547 2.0"
"UE-5";"0.023000000000000013";"64.51698773839101 79.04562619747455 2.0"
"UE-1";"0.024000000000000014";"105.13086794224473 -160.93669329403005 2.0"
"UE-2";"0.024000000000000014";"103.298632951631 161.17158102940456 2.0"
"UE-3";"0.024000000000000014";"-123.51691790039327 -7.7991617555746044 2.0"
"UE-4";"0.024000000000000014";"-201.37654834113215 -167.949970724453 2.0"
"UE-5";"0.024000000000000014";"64.54590190747061 79.06998286781318 2.0"
"UE-1";"0.025000000000000015";"105.13448908857242 -160.92113750581677 2.0"
"UE-2";"0.025000000000000015";"103.32648636718022 161.15984008860391 2.0"
"UE-3";"0.025000000000000015";"-123.54675236039273 -7.809178385793693 2.0"
"UE-4";"0.025000000000000015";"-201.36967597963078 -167.92651549845132 2.0"
"UE-5";"0.025000000000000015";"64.5748160765502 79.09433953815181 2.0"
"UE-1";"0.026000000000000016";"105.13811023490011 -160.9055817176035 2.0"
"UE-2";"0.026000000000000016";"103.35433978272944 161.14809914780326 2.0"
"UE-3";"0.026000000000000016";"-123.5765868203922 -7.819195016012782 2.0"
"UE-4";"0.026000000000000016";"-201.36280361812942 -167.90306027244964 2.0"
"UE-5";"0.026000000000000016";"64.6037302456298 79.11869620849045 2.0"
"UE-1";"0.027000000000000017";"105.1417313812278 -160.89002592939022 2.0"
"UE-2";"0.027000000000000017";"103.38219319827866 161.13635820700262 2.0"
"UE-3";"0.027000000000000017";"-123.60642128039166 -7.829211646231871 2.0"
"UE-4";"0.027000000000000017";"-201.35593125662805 -167.87960504644795 2.0"
"UE-5";"0.027000000000000017";"64.6326444147094 79.14305287882908 2.0"
"UE-1";"0.028000000000000018";"105.14535252755549 -160.87447014117694 2.0"
"UE-2";"0.028000000000000018";"103.41004661382787 161.12461726620197 2.0"
"UE-3";"0.028000000000000018";"-123.63625574039112 -7.839228276450959 2.0"
"UE-4";"0.028000000000000018";"-201.3490588951267 -167.85614982044626 2.0"
"UE-5";"0.028000000000000018";"64.661558583789 79.16740954916771 2.0"
"UE-1";"0.02900000000000002";"105.14897367388318 -160.85891435296367 2.0"
"UE-2";"0.02900000000000002";"103.43790002937709 161.11287632540132 2.0"
"UE-3";"0.02900000000000002";"-123.66609020039058 -7.849244906670048 2.0"
"UE-4";"0.02900000000000002";"-201.34218653362532 -167.83269459444458 2.0"
"UE-5";"0.02900000000000002";"64.6904727528686 79.19176621950635 2.0"
"UE-1";"0.03000000000000002";"105.15259482021087 -160.8433585647504 2.0"
"UE-2";"0.03000000000000002";"103.4657534449263 161.10113538460067 2.0"
"UE-3";"0.03000000000000002";"-123.69592466039005 -7.859261536889137 2.0"
"UE-4";"0.03000000000000002";"-201.33531417212396 -167.8092393684429 2.0"
"UE-5";"0.03000000000000002";"64.7193869219482 79.21612288984498 2.0"
"UE-1";"0.03100000000000002";"105.15621596653855 -160.8278027765371 2.0"
"UE-2";"0.03100000000000002";"103.49360686047552 161.08939444380002 2.0"
"UE-3";"0.03100000000000002";"-123.72575912038951 -7.8692781671082255 2.0"
"UE-4";"0.03100000000000002";"-201.3284418106226 -167.7857841424412 2.0"
"UE-5";"0.03100000000000002";"64.7483010910278 79.24047956018362 2.0"
"UE-1";"0.03200000000000002";"105.15983711286624 -160.81224698832384 2.0"
"UE-2";"0.03200000000000002";"103.52146027602474 161.07765350299937 2.0"
"UE-3";"0.03200000000000002";"-123.75559358038898 -7.879294797327314 2.0"
"UE-4";"0.03200000000000002";"-201.32156944912123 -167.76232891643951 2.0"
"UE-5";"0.03200000000000002";"64.7772152601074 79.26483623052225 2.0"
"UE-1";"0.03300000000000002";"105.16345825919393 -160.79669120011056 2.0"
"UE-2";"0.03300000000000002";"103.54931369157396 161.06591256219872 2.0"
"UE-3";"0.03300000000000002";"-123.78542804038844 -7.889311427546403 2.0"
"UE-4";"0.03300000000000002";"-201.31469708761986 -167.73887369043783 2.0"
"UE-5";"0.03300000000000002";"64.806129429187 79.28919290086088 2.0"
"UE-1";"0.03400000000000002";"105.16707940552162 -160.78113541189728 2.0"
"UE-2";"0.03400000000000002";"103.57716710712317 161.05417162139807 2.0"
"UE-3";"0.03400000000000002";"-123.8152625003879 -7.899328057765492 2.0"
"UE-4";"0.03400000000000002";"-201.3078247261185 -167.71541846443614 2.0"
"UE-5";"0.03400000000000002";"64.8350435982666 79.31354957119952 2.0"
"UE-1";"0.035000000000000024";"105.17070055184931 -160.765579623684 2.0"
"UE-2";"0.035000000000000024";"103.60502052267239 161.04243068059742 2.0"
"UE-3";"0.035000000000000024";"-123.84509696038737 -7.90934468798458 2.0"
"UE-4";"0.035000000000000024";"-201.30095236461713 -167.69196323843445 2.0"
"UE-5";"0.035000000000000024";"64.8639577673462 79.33790624153815 2.0"
"UE-1";"0.036000000000000025";"105.174321698177 -160.75002383547073 2.0"
"UE-2";"0.036000000000000025";"103.6328739382216 161.03068973979677 2.0"
